StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Company_Tier
4409,8.5,0,3,2,90,4.7,Yes,No,84,60,Placed,Tier 2
4410,6.8,1,2,0,73,4.3,No,Yes,79,62,Placed,Tier 3
4411,7.7,1,2,0,77,4.2,Yes,Yes,55,69,Placed,Tier 2
4412,7.5,1,3,1,74,4.7,Yes,Yes,78,68,Placed,Tier 2
4413,7.8,1,1,0,79,3.8,Yes,Yes,58,61,NotPlaced,
4414,7.9,2,3,2,90,4.7,Yes,Yes,77,84,Placed,Tier 2
4415,8.7,2,3,0,72,4.3,No,Yes,64,66,Placed,Tier 2
4416,8.5,1,1,0,73,4.0,No,Yes,61,63,NotPlaced,
4417,8.0,1,2,0,90,4.7,Yes,Yes,73,80,Placed,Tier 2
4418,8.0,2,1,0,90,4.3,No,Yes,71,83,NotPlaced,
4419,7.8,1,1,0,68,4.3,Yes,Yes,56,72,NotPlaced,
4420,6.5,1,2,0,79,4.5,No,Yes,55,67,NotPlaced,
4421,7.8,1,1,2,82,4.2,Yes,Yes,55,86,NotPlaced,
4422,6.5,1,2,1,74,4.6,Yes,Yes,62,72,NotPlaced,
4423,7.9,1,2,1,77,4.4,Yes,No,83,64,NotPlaced,
4424,6.9,2,1,2,89,4.7,Yes,Yes,78,81,Placed,Tier 3
4425,7.9,2,3,2,90,4.8,Yes,Yes,86,79,Placed,Tier 2
4426,6.5,1,2,0,76,4.1,Yes,Yes,81,83,Placed,Tier 3
4427,7.6,1,1,0,84,4.5,No,Yes,63,81,Placed,Tier 2
4428,7.8,1,2,0,72,4.4,Yes,Yes,55,69,NotPlaced,
4429,6.7,0,1,1,81,4.1,No,Yes,81,64,NotPlaced,
4430,6.5,1,2,0,70,3.9,No,Yes,63,63,NotPlaced,
4431,8.5,2,3,2,90,4.6,Yes,Yes,79,81,Placed,Tier 1
4432,8.1,1,2,1,76,3.7,No,Yes,69,82,NotPlaced,
4433,7.7,0,1,0,67,3.8,No,Yes,57,66,NotPlaced,
4434,7.7,0,1,0,81,4.4,Yes,Yes,76,68,NotPlaced,
4435,7.8,1,3,2,84,4.6,Yes,Yes,66,84,Placed,Tier 2
4436,8.3,1,1,1,75,3.9,Yes,Yes,55,73,Placed,Tier 2
4437,8.5,1,3,2,90,4.7,Yes,Yes,75,86,Placed,Tier 1
4438,8.1,0,1,1,70,3.7,No,Yes,57,69,NotPlaced,
4439,6.6,1,3,0,71,4.2,No,No,55,66,NotPlaced,
4440,7.4,0,1,1,61,3.8,No,No,62,64,NotPlaced,
4441,8.1,1,3,2,69,4.6,Yes,Yes,55,80,NotPlaced,
4442,8.4,2,3,2,90,4.8,Yes,Yes,85,82,Placed,Tier 2
4443,7.0,1,1,1,69,4.0,Yes,Yes,76,65,NotPlaced,
4444,6.8,1,2,1,73,4.3,Yes,No,86,71,NotPlaced,
4445,7.7,0,2,1,81,4.6,Yes,Yes,59,72,NotPlaced,
4446,8.7,2,3,2,90,4.3,Yes,Yes,84,86,Placed,Tier 1
4447,8.2,1,1,1,69,4.2,No,No,58,62,NotPlaced,
4448,8.1,0,1,0,88,4.3,No,No,55,61,NotPlaced,
4449,8.4,1,3,0,74,4.6,No,Yes,70,69,NotPlaced,
4450,8.2,1,3,2,79,4.8,Yes,Yes,71,82,Placed,Tier 2
4451,7.6,2,3,1,74,4.2,Yes,Yes,81,63,NotPlaced,
4452,8.9,1,3,1,74,4.5,Yes,Yes,62,81,Placed,Tier 2
4453,7.7,1,2,0,80,4.1,Yes,Yes,73,62,NotPlaced,
4454,7.4,1,1,0,71,3.9,No,Yes,55,59,NotPlaced,
4455,8.2,2,3,2,90,4.5,Yes,Yes,74,81,Placed,Tier 2
4456,8.0,2,2,2,86,4.5,Yes,Yes,76,85,Placed,Tier 2
4457,8.3,0,3,2,90,4.3,Yes,Yes,63,88,Placed,Tier 2
4458,7.5,0,3,0,88,4.0,No,Yes,71,86,NotPlaced,
4459,8.7,2,2,2,90,4.7,Yes,Yes,76,85,Placed,Tier 1
4460,8.1,0,2,0,78,4.0,No,No,58,68,NotPlaced,
4461,8.2,2,3,2,90,4.8,Yes,Yes,85,80,Placed,Tier 2
4462,8.5,2,3,2,90,4.8,Yes,Yes,90,83,Placed,Tier 1
4463,8.0,1,3,2,79,4.8,Yes,Yes,83,85,Placed,Tier 2
4464,7.2,1,1,1,72,4.0,No,Yes,55,69,Placed,Tier 2
4465,7.2,1,3,0,77,4.6,No,Yes,75,75,NotPlaced,
4466,7.1,2,3,0,75,3.5,Yes,No,69,69,NotPlaced,
4467,8.0,2,3,2,89,4.8,Yes,Yes,86,81,Placed,Tier 2
4468,8.4,2,3,1,87,4.7,Yes,Yes,80,82,Placed,Tier 2
4469,8.0,2,3,2,90,4.8,Yes,Yes,82,81,Placed,Tier 2
4470,8.1,2,3,2,84,4.6,Yes,Yes,83,88,Placed,Tier 2
4471,6.5,1,1,0,61,3.6,No,Yes,63,65,NotPlaced,
4472,8.3,0,2,2,77,3.8,Yes,Yes,55,74,NotPlaced,
4473,8.1,2,3,2,90,4.7,Yes,Yes,77,84,Placed,Tier 2
4474,7.8,0,2,0,74,4.3,No,No,56,64,NotPlaced,
4475,7.4,2,1,2,70,4.3,No,Yes,76,67,NotPlaced,
4476,7.9,1,1,1,79,4.0,No,No,55,61,NotPlaced,
4477,6.7,2,2,0,65,4.7,No,No,66,62,NotPlaced,
4478,7.2,1,1,0,84,4.3,No,Yes,63,67,NotPlaced,
4479,8.3,2,1,1,81,4.0,Yes,Yes,55,70,Placed,Tier 2
4480,8.1,1,2,1,80,4.4,Yes,Yes,76,85,Placed,Tier 2
4481,7.5,1,3,0,80,4.3,Yes,Yes,73,73,NotPlaced,
4482,8.2,2,1,2,81,4.0,Yes,Yes,83,86,NotPlaced,
4483,8.3,1,2,1,85,4.8,Yes,Yes,67,82,Placed,Tier 2
4484,7.6,1,1,0,79,4.0,No,Yes,62,69,NotPlaced,
4485,7.5,1,1,1,70,4.6,No,Yes,55,65,NotPlaced,
4486,8.7,1,3,0,90,4.2,Yes,Yes,71,68,Placed,Tier 1
4487,7.6,0,2,0,84,4.2,No,No,74,69,NotPlaced,
4488,7.6,1,1,0,88,4.2,Yes,Yes,55,57,Placed,Tier 2
4489,7.6,0,1,1,76,4.5,No,No,65,68,NotPlaced,
4490,8.3,2,2,0,81,4.0,Yes,No,75,82,Placed,Tier 2
4491,7.6,0,2,1,60,4.3,No,Yes,55,60,NotPlaced,
4492,8.0,2,3,1,87,4.7,Yes,Yes,87,86,Placed,Tier 2
4493,8.4,1,3,1,84,4.5,Yes,Yes,75,88,Placed,Tier 2
4494,8.4,2,3,2,83,4.8,Yes,No,79,82,NotPlaced,
4495,7.5,2,1,0,71,3.4,Yes,No,84,65,NotPlaced,
4496,6.5,1,1,0,81,3.9,No,Yes,55,70,NotPlaced,
4497,7.6,1,2,1,79,4.2,No,Yes,73,85,Placed,Tier 2
4498,7.6,1,2,0,74,4.6,No,Yes,59,60,NotPlaced,
4499,8.0,1,3,0,81,4.3,Yes,Yes,72,71,NotPlaced,
4500,7.6,0,2,0,79,4.0,Yes,Yes,55,70,NotPlaced,
4501,8.6,1,3,2,90,4.8,Yes,Yes,74,87,Placed,Tier 1
4502,7.2,1,2,2,76,3.6,No,No,60,75,NotPlaced,
4503,7.6,1,3,2,72,4.2,No,No,55,60,NotPlaced,
4504,7.5,1,3,1,89,4.8,Yes,Yes,80,86,NotPlaced,
4505,7.6,0,2,1,85,4.6,No,Yes,72,64,Placed,Tier 2
4506,7.0,1,3,0,90,4.2,No,Yes,72,84,Placed,Tier 2
4507,8.0,1,3,3,90,4.7,Yes,Yes,68,85,Placed,Tier 2
4508,7.4,1,1,0,70,4.0,No,Yes,55,67,NotPlaced,
4509,8.1,2,3,0,90,4.4,No,Yes,78,86,Placed,Tier 2
4510,8.1,1,1,0,79,4.4,Yes,Yes,73,88,NotPlaced,
4511,7.4,0,1,1,67,4.5,Yes,No,55,68,NotPlaced,
4512,6.8,1,2,0,69,3.7,No,Yes,57,71,NotPlaced,
4513,6.9,1,3,0,77,4.8,Yes,Yes,80,80,Placed,Tier 3
4514,8.2,1,3,2,87,4.8,Yes,No,90,85,Placed,Tier 2
4515,8.0,1,2,2,82,4.7,Yes,Yes,75,73,Placed,Tier 2
4516,7.7,1,1,1,67,3.9,No,No,55,66,NotPlaced,
4517,8.5,1,3,0,76,3.9,Yes,Yes,64,61,NotPlaced,
4518,8.1,2,3,1,74,4.0,Yes,No,61,82,NotPlaced,
4519,8.1,2,3,0,75,3.5,Yes,Yes,70,64,NotPlaced,
4520,6.7,0,3,0,77,4.6,No,No,55,64,NotPlaced,
4521,8.4,1,2,1,84,4.3,Yes,Yes,72,67,NotPlaced,
4522,8.2,1,0,2,90,4.7,Yes,Yes,73,88,Placed,Tier 2
4523,7.5,1,2,0,72,4.4,No,Yes,77,69,Placed,Tier 2
4524,7.4,1,3,2,74,4.6,Yes,Yes,82,66,NotPlaced,
4525,8.4,0,2,2,80,4.1,Yes,Yes,75,63,Placed,Tier 2
4526,8.2,1,2,2,89,4.3,Yes,No,79,80,Placed,Tier 2
4527,6.5,0,1,1,70,4.2,No,Yes,55,63,NotPlaced,
4528,7.5,2,1,0,70,4.6,Yes,No,73,79,NotPlaced,
4529,8.4,2,1,1,78,3.9,Yes,Yes,57,62,NotPlaced,
4530,7.6,1,2,2,87,3.9,No,No,55,82,Placed,Tier 2
4531,8.9,2,3,2,90,4.7,Yes,Yes,81,87,Placed,Tier 1
4532,6.6,1,1,0,77,3.9,No,No,55,70,NotPlaced,
4533,8.7,2,3,2,90,4.8,Yes,Yes,83,85,Placed,Tier 1
4534,8.7,1,3,2,89,4.7,Yes,Yes,79,81,Placed,Tier 1
4535,8.5,2,3,2,90,4.8,Yes,Yes,72,85,Placed,Tier 1
4536,8.5,2,3,2,88,4.4,Yes,Yes,88,85,Placed,Tier 1
4537,7.4,1,3,1,71,4.1,No,Yes,87,64,Placed,Tier 2
4538,7.5,1,1,0,75,4.4,No,No,68,69,NotPlaced,
4539,7.8,1,1,0,77,3.8,No,No,55,57,NotPlaced,
4540,8.6,1,2,2,82,4.3,Yes,Yes,82,83,Placed,Tier 2
4541,7.7,1,2,2,90,4.7,Yes,Yes,58,85,Placed,Tier 2
4542,8.3,2,3,0,90,4.8,Yes,Yes,87,79,Placed,Tier 2
4543,7.4,1,1,1,64,3.9,No,No,63,61,NotPlaced,
4544,7.8,1,2,0,83,4.7,No,Yes,55,85,NotPlaced,
4545,8.5,0,2,0,90,4.4,Yes,Yes,79,61,Placed,Tier 2
4546,7.5,1,2,1,76,4.4,No,Yes,70,75,NotPlaced,
4547,8.3,0,3,0,86,4.5,Yes,Yes,69,78,Placed,Tier 2
4548,6.7,1,2,1,80,4.5,No,Yes,59,62,NotPlaced,
4549,7.7,1,3,2,81,4.8,No,Yes,55,73,NotPlaced,
4550,7.5,1,1,3,74,4.6,Yes,Yes,80,65,Placed,Tier 2
4551,6.6,1,3,0,87,4.7,Yes,Yes,83,84,Placed,Tier 3
4552,6.6,1,3,2,79,4.5,Yes,Yes,60,71,Placed,Tier 3
4553,8.2,2,3,0,85,4.7,Yes,Yes,72,87,Placed,Tier 2
4554,7.8,1,1,0,85,4.0,Yes,Yes,59,75,NotPlaced,
4555,8.0,1,1,1,79,4.6,Yes,No,66,67,NotPlaced,
4556,6.5,1,1,0,64,4.1,No,No,63,68,NotPlaced,
4557,7.7,1,3,0,74,4.7,No,Yes,73,67,Placed,Tier 2
4558,8.6,2,3,1,90,4.3,Yes,Yes,71,82,Placed,Tier 1
4559,6.5,1,1,0,65,4.3,No,No,61,70,NotPlaced,
4560,6.9,1,1,0,67,3.8,No,No,70,60,NotPlaced,
4561,6.5,1,2,1,79,3.9,No,Yes,57,71,NotPlaced,
4562,6.5,1,3,1,79,3.5,No,Yes,75,72,NotPlaced,
4563,6.5,1,3,1,78,3.2,No,No,79,76,NotPlaced,
4564,8.4,1,3,2,75,4.5,Yes,Yes,79,62,NotPlaced,
4565,8.5,2,3,2,84,4.7,Yes,Yes,87,80,Placed,Tier 2
4566,7.2,1,3,0,68,4.4,No,No,84,82,NotPlaced,
4567,7.6,1,1,0,81,3.3,Yes,Yes,57,65,NotPlaced,
4568,7.0,1,2,2,82,3.9,No,No,62,64,NotPlaced,
4569,8.1,1,2,1,68,4.8,Yes,Yes,76,74,Placed,Tier 3
4570,7.5,2,2,1,63,4.0,Yes,Yes,55,68,NotPlaced,
4571,8.6,0,2,1,79,3.8,Yes,Yes,69,86,Placed,Tier 2
4572,7.3,1,3,1,79,3.3,No,Yes,72,69,NotPlaced,
4573,8.9,1,2,1,76,4.8,Yes,Yes,76,81,Placed,Tier 2
4574,8.1,1,1,1,86,4.5,No,Yes,73,69,NotPlaced,
4575,7.6,0,1,0,70,4.6,No,Yes,77,64,Placed,Tier 2
4576,7.6,1,2,0,86,4.7,No,Yes,55,87,NotPlaced,
4577,7.3,1,1,0,75,3.9,No,No,55,61,NotPlaced,
4578,6.5,1,1,0,68,4.3,Yes,No,60,66,NotPlaced,
4579,8.4,0,1,3,83,4.3,Yes,Yes,71,74,NotPlaced,
4580,8.1,2,3,2,90,4.8,Yes,Yes,79,87,Placed,Tier 2
4581,7.8,1,2,0,72,3.6,Yes,Yes,60,64,NotPlaced,
4582,8.3,1,3,0,84,4.4,Yes,Yes,82,80,Placed,Tier 2
4583,6.7,1,1,1,67,4.0,No,Yes,55,69,NotPlaced,
4584,8.0,0,1,0,81,4.5,No,No,75,82,NotPlaced,
4585,7.1,1,2,0,87,4.2,Yes,Yes,69,72,Placed,Tier 2
4586,8.5,1,2,1,75,4.7,Yes,No,72,65,NotPlaced,
4587,6.6,1,1,0,90,3.9,No,Yes,55,66,NotPlaced,
4588,7.4,0,1,0,76,3.7,No,Yes,62,68,NotPlaced,
4589,7.4,1,2,0,85,4.6,No,Yes,60,68,Placed,Tier 2
4590,7.8,1,1,0,66,4.1,No,Yes,61,82,NotPlaced,
4591,8.5,2,3,2,90,4.8,Yes,Yes,80,82,Placed,Tier 1
4592,6.5,1,2,0,71,4.3,No,No,59,72,NotPlaced,
4593,8.1,0,3,1,90,4.7,Yes,Yes,81,86,NotPlaced,
4594,8.6,0,3,0,90,4.0,Yes,No,75,85,NotPlaced,
4595,8.4,2,1,0,86,4.6,Yes,Yes,57,82,NotPlaced,
4596,7.5,1,1,0,72,4.3,No,Yes,71,69,NotPlaced,
4597,8.1,0,3,0,90,4.5,Yes,No,78,85,Placed,Tier 2
4598,7.6,0,1,0,86,4.2,No,Yes,55,70,NotPlaced,
4599,7.8,0,1,1,71,3.9,No,No,55,74,NotPlaced,
4600,7.4,0,1,0,62,3.9,No,No,55,61,NotPlaced,
4601,8.3,0,1,1,77,4.7,Yes,Yes,79,82,Placed,Tier 2
4602,6.5,0,1,0,68,4.5,No,No,66,74,NotPlaced,
4603,7.9,1,1,1,73,4.3,No,No,55,82,NotPlaced,
4604,8.1,1,2,0,68,4.7,No,Yes,67,87,Placed,Tier 3
4605,7.1,1,1,1,66,4.2,No,No,55,65,NotPlaced,
4606,7.6,1,2,0,73,4.2,Yes,Yes,58,72,NotPlaced,
4607,6.5,1,2,0,71,4.4,No,No,55,61,NotPlaced,
4608,7.2,1,1,1,69,3.7,No,No,65,70,NotPlaced,
4609,6.7,0,1,0,78,3.8,No,Yes,61,62,NotPlaced,
4610,7.0,0,1,1,66,3.8,No,No,55,65,NotPlaced,
4611,6.5,2,1,2,80,4.6,Yes,No,57,66,Placed,Tier 3
4612,7.5,0,1,0,60,3.5,No,No,55,63,NotPlaced,
4613,7.6,1,1,0,65,4.1,Yes,No,55,65,NotPlaced,
4614,6.7,1,1,2,69,3.5,No,No,77,58,NotPlaced,
4615,6.7,0,1,0,82,3.8,No,No,67,63,NotPlaced,
4616,8.4,2,2,2,71,3.4,No,Yes,59,81,NotPlaced,
4617,8.5,1,3,2,89,4.8,Yes,Yes,81,86,Placed,Tier 1
4618,8.8,2,2,2,77,3.9,Yes,No,87,81,NotPlaced,
4619,8.2,1,2,0,69,3.9,Yes,Yes,68,63,NotPlaced,
4620,6.7,0,3,1,67,4.2,Yes,No,63,63,NotPlaced,
4621,8.0,1,1,0,81,4.4,Yes,Yes,70,71,NotPlaced,
4622,7.3,1,2,1,86,3.4,No,Yes,63,74,NotPlaced,
4623,8.2,2,3,3,90,4.2,Yes,Yes,78,77,NotPlaced,
4624,8.1,2,3,0,74,4.3,Yes,Yes,82,84,NotPlaced,
4625,7.6,1,2,0,78,3.8,No,No,71,64,NotPlaced,
4626,6.8,1,1,1,67,4.1,No,No,59,66,NotPlaced,
4627,8.2,0,1,2,77,4.3,No,No,68,68,NotPlaced,
4628,7.5,1,1,1,68,4.3,No,No,61,67,NotPlaced,
4629,8.5,1,3,2,89,4.8,Yes,Yes,82,83,Placed,Tier 1
4630,8.1,2,3,0,88,4.6,Yes,Yes,78,67,Placed,Tier 2
4631,6.7,1,2,0,71,4.3,No,No,57,80,NotPlaced,
4632,8.8,0,1,0,84,4.5,No,Yes,58,69,Placed,Tier 2
4633,8.3,2,3,2,90,4.5,Yes,Yes,82,85,Placed,Tier 2
4634,7.9,1,3,1,77,4.3,Yes,Yes,84,85,Placed,Tier 2
4635,8.0,0,1,0,75,3.6,No,Yes,67,84,NotPlaced,
4636,7.8,2,2,2,89,4.7,Yes,Yes,82,80,Placed,Tier 2
4637,7.8,2,3,2,90,4.8,Yes,Yes,77,86,Placed,Tier 2
4638,7.4,1,1,0,63,3.8,No,Yes,62,70,NotPlaced,
4639,8.2,1,1,2,86,3.4,No,Yes,80,71,NotPlaced,
4640,6.5,2,2,1,76,3.9,Yes,Yes,60,68,NotPlaced,
4641,7.7,1,3,2,83,4.7,Yes,Yes,83,86,NotPlaced,
4642,8.3,2,3,2,90,4.8,Yes,Yes,73,87,Placed,Tier 2
4643,7.5,1,2,1,64,4.2,No,Yes,70,64,NotPlaced,
4644,7.8,2,3,1,85,4.8,Yes,Yes,79,83,Placed,Tier 2
4645,7.7,0,1,1,74,4.0,No,Yes,62,65,NotPlaced,
4646,8.2,2,3,2,85,4.8,Yes,Yes,85,81,Placed,Tier 2
4647,7.4,1,1,2,81,4.6,Yes,Yes,68,85,Placed,Tier 2
4648,8.4,1,3,0,81,4.7,No,Yes,55,87,NotPlaced,
4649,8.2,2,3,2,90,4.8,Yes,Yes,73,78,Placed,Tier 2
4650,7.8,1,2,1,70,4.3,Yes,Yes,59,71,Placed,Tier 2
4651,7.6,1,1,0,78,4.2,No,No,55,62,NotPlaced,
4652,7.5,1,2,0,76,4.7,No,Yes,59,73,NotPlaced,
4653,7.5,1,2,1,79,4.5,No,Yes,61,70,NotPlaced,
4654,7.6,1,3,1,90,4.5,Yes,Yes,70,80,NotPlaced,
4655,7.4,1,2,0,74,4.1,Yes,Yes,66,68,NotPlaced,
4656,8.3,1,1,2,79,3.7,Yes,Yes,82,76,Placed,Tier 2
4657,7.6,1,1,0,81,4.0,No,No,55,70,NotPlaced,
4658,8.0,0,3,2,82,4.8,Yes,No,73,82,Placed,Tier 2
4659,8.3,1,3,2,90,4.8,Yes,Yes,83,88,Placed,Tier 2
4660,7.7,1,1,0,63,3.9,No,No,65,68,Placed,Tier 3
4661,7.5,1,1,1,69,3.4,No,Yes,59,71,NotPlaced,
4662,7.4,0,1,0,72,4.5,No,Yes,55,75,NotPlaced,
4663,8.4,0,1,0,76,4.2,Yes,Yes,55,85,Placed,Tier 2
4664,7.0,1,1,1,63,3.7,Yes,Yes,55,73,NotPlaced,
4665,8.3,2,3,2,90,4.8,Yes,Yes,78,83,Placed,Tier 2
4666,7.5,1,1,1,76,3.9,No,Yes,77,67,NotPlaced,
4667,7.7,1,3,2,86,4.4,Yes,Yes,83,67,Placed,Tier 2
4668,8.3,2,3,2,90,4.7,No,Yes,71,73,Placed,Tier 2
4669,7.5,1,1,1,77,4.1,Yes,No,77,67,NotPlaced,
4670,7.6,2,1,3,67,3.7,No,Yes,55,68,NotPlaced,
4671,8.1,1,3,2,90,4.3,Yes,Yes,73,86,Placed,Tier 2
4672,7.9,1,3,1,80,4.8,Yes,No,79,87,Placed,Tier 2
4673,8.4,1,1,2,78,4.1,No,Yes,73,79,NotPlaced,
4674,8.0,1,3,0,87,4.3,Yes,Yes,81,77,Placed,Tier 2
4675,7.5,1,2,0,78,4.4,Yes,Yes,67,62,Placed,Tier 2
4676,7.7,0,2,0,70,4.0,No,Yes,55,66,NotPlaced,
4677,7.6,1,1,0,71,3.9,Yes,Yes,55,78,Placed,Tier 2
4678,7.6,1,1,0,66,4.1,No,No,67,73,NotPlaced,
4679,6.5,0,2,0,70,4.4,Yes,Yes,55,71,NotPlaced,
4680,8.4,0,3,2,90,4.6,Yes,Yes,66,84,NotPlaced,
4681,7.8,0,1,1,77,4.3,No,No,60,68,Placed,Tier 2
4682,8.4,0,3,2,78,4.8,No,Yes,85,65,Placed,Tier 2
4683,8.5,2,3,2,90,4.8,Yes,Yes,82,70,Placed,Tier 1
4684,8.0,0,3,3,72,4.5,Yes,Yes,71,81,Placed,Tier 2
4685,7.5,1,1,0,81,3.8,Yes,Yes,56,58,NotPlaced,
4686,7.0,1,2,2,90,4.5,Yes,Yes,55,82,Placed,Tier 2
4687,7.6,0,1,1,69,4.5,No,No,55,71,Placed,Tier 3
4688,7.6,1,1,0,60,4.2,No,Yes,73,65,NotPlaced,
4689,7.4,1,3,0,87,4.8,Yes,Yes,72,85,Placed,Tier 2
4690,7.9,1,1,0,83,4.8,Yes,Yes,89,85,Placed,Tier 2
4691,8.3,2,3,0,84,3.9,Yes,Yes,55,86,Placed,Tier 2
4692,6.7,0,3,0,70,4.7,Yes,No,89,67,NotPlaced,
4693,7.2,1,3,2,87,4.8,Yes,Yes,81,88,Placed,Tier 2
4694,8.2,2,3,2,86,4.5,Yes,Yes,87,63,Placed,Tier 2
4695,7.7,1,1,1,70,4.1,No,No,57,71,NotPlaced,
4696,7.5,0,1,0,81,4.4,No,No,66,67,NotPlaced,
4697,8.2,1,3,1,80,4.8,Yes,Yes,72,82,Placed,Tier 2
4698,8.2,1,2,0,87,4.2,Yes,Yes,81,80,NotPlaced,
4699,7.5,1,1,0,71,3.7,Yes,Yes,69,84,NotPlaced,
4700,6.8,1,2,1,71,3.7,No,Yes,56,62,NotPlaced,
4701,6.5,0,1,1,66,3.6,No,No,55,70,NotPlaced,
4702,7.5,1,1,1,82,4.6,No,Yes,55,65,NotPlaced,
4703,8.5,2,3,2,90,4.6,Yes,Yes,74,85,Placed,Tier 1
4704,7.5,1,1,1,80,4.1,No,Yes,55,65,NotPlaced,
4705,7.7,1,1,0,68,4.3,No,Yes,65,67,NotPlaced,
4706,7.3,1,2,0,68,3.8,No,Yes,59,57,NotPlaced,
4707,6.5,1,1,1,73,4.2,No,No,55,57,NotPlaced,
4708,7.9,0,1,0,88,4.3,Yes,Yes,73,81,NotPlaced,
4709,8.0,2,2,2,77,4.8,Yes,No,76,80,NotPlaced,
4710,8.4,2,3,3,90,4.6,Yes,Yes,70,78,Placed,Tier 2
4711,7.1,2,1,2,77,4.1,Yes,Yes,61,68,NotPlaced,
4712,7.7,2,1,1,70,3.5,Yes,Yes,66,67,Placed,Tier 2
4713,6.6,1,1,1,72,4.3,No,No,63,74,NotPlaced,
4714,8.4,0,3,0,87,4.6,Yes,Yes,57,71,Placed,Tier 2
4715,8.4,1,3,0,84,4.1,Yes,Yes,80,75,NotPlaced,
4716,8.5,2,3,2,90,4.8,Yes,Yes,83,87,Placed,Tier 1
4717,8.4,2,1,2,84,4.5,Yes,Yes,60,85,NotPlaced,
4718,7.0,0,2,1,73,3.9,No,No,64,59,NotPlaced,
4719,8.4,2,2,0,90,4.1,Yes,Yes,76,78,NotPlaced,
4720,6.8,1,1,0,74,4.2,No,Yes,58,73,NotPlaced,
4721,7.6,1,3,1,77,4.1,Yes,No,63,87,Placed,Tier 2
4722,7.8,2,3,2,84,4.4,Yes,No,87,80,NotPlaced,
4723,8.1,2,2,1,65,4.8,Yes,No,56,68,NotPlaced,
4724,7.5,1,1,0,81,4.2,No,Yes,55,59,NotPlaced,
4725,8.3,2,3,2,90,4.4,Yes,Yes,84,86,Placed,Tier 2
4726,8.3,1,2,2,76,4.5,No,Yes,74,70,Placed,Tier 2
4727,8.2,1,3,2,84,4.4,Yes,Yes,70,83,Placed,Tier 2
4728,7.4,1,3,2,81,4.5,Yes,Yes,73,83,NotPlaced,
4729,7.5,1,1,1,83,4.4,No,Yes,56,63,NotPlaced,
4730,7.6,0,2,1,81,4.4,Yes,Yes,70,63,Placed,Tier 2
4731,6.7,1,1,1,75,3.8,No,No,65,71,NotPlaced,
4732,7.8,2,3,1,79,3.9,Yes,Yes,82,64,NotPlaced,
4733,7.4,0,1,1,64,4.7,No,Yes,76,71,NotPlaced,
4734,8.6,1,3,0,74,4.4,Yes,Yes,86,81,Placed,Tier 2
4735,8.1,2,3,2,90,4.8,Yes,Yes,72,83,Placed,Tier 2
4736,7.6,2,1,1,85,4.4,No,Yes,59,75,NotPlaced,
4737,7.4,1,3,1,73,4.4,No,Yes,55,74,NotPlaced,
4738,8.3,2,2,0,90,4.3,Yes,Yes,61,71,Placed,Tier 2
4739,7.6,0,3,0,85,4.3,No,Yes,64,83,Placed,Tier 2
4740,7.9,2,3,2,90,4.8,Yes,No,88,77,Placed,Tier 2
4741,8.4,2,3,2,89,4.5,Yes,Yes,75,87,Placed,Tier 2
4742,8.4,0,3,2,88,3.7,Yes,Yes,76,85,Placed,Tier 2
4743,8.5,1,3,2,90,4.8,Yes,Yes,88,87,NotPlaced,
4744,8.5,2,3,2,90,4.3,Yes,Yes,79,83,Placed,Tier 1
4745,7.5,1,1,0,85,4.5,No,No,55,70,NotPlaced,
4746,8.8,1,3,2,89,4.4,Yes,Yes,77,76,Placed,Tier 1
4747,8.3,1,3,1,66,4.3,No,No,78,71,NotPlaced,
4748,8.1,1,1,0,76,4.2,No,Yes,75,83,Placed,Tier 2
4749,8.2,1,1,2,85,4.8,Yes,Yes,79,82,Placed,Tier 2
4750,8.3,1,1,0,80,3.6,No,Yes,80,75,NotPlaced,
4751,6.7,1,1,0,71,4.5,No,No,58,59,NotPlaced,
4752,7.1,1,1,1,76,4.2,Yes,Yes,81,82,Placed,Tier 2
4753,7.4,1,2,0,76,3.5,No,Yes,62,60,NotPlaced,
4754,8.4,0,3,0,83,4.5,Yes,Yes,85,67,Placed,Tier 2
4755,8.0,2,1,2,81,3.9,No,No,64,70,Placed,Tier 2
4756,8.4,2,3,2,89,4.8,Yes,Yes,87,83,Placed,Tier 2
4757,7.8,1,1,0,79,4.6,No,No,76,63,NotPlaced,
4758,8.9,2,2,0,90,4.8,Yes,Yes,72,87,Placed,Tier 1
4759,8.2,2,3,1,90,4.8,Yes,Yes,84,78,Placed,Tier 2
4760,7.6,0,1,1,68,4.1,No,No,63,64,NotPlaced,
4761,8.7,2,3,2,78,4.8,Yes,Yes,85,75,Placed,Tier 2
4762,7.2,1,2,0,75,4.2,Yes,Yes,73,70,Placed,Tier 2
4763,8.4,2,3,0,83,4.4,Yes,Yes,85,82,Placed,Tier 2
4764,7.5,1,1,0,64,4.0,No,No,58,71,NotPlaced,
4765,7.4,1,2,0,76,4.5,No,No,68,73,NotPlaced,
4766,6.7,1,1,0,82,3.7,No,Yes,55,58,NotPlaced,
4767,7.0,1,2,1,84,3.9,No,Yes,57,64,NotPlaced,
4768,7.8,1,3,2,82,4.8,Yes,No,78,77,Placed,Tier 2
4769,8.1,2,3,2,90,4.6,Yes,Yes,77,81,Placed,Tier 2
